!gaf-version: 2.0
ACP_OGSv3	Dcitr09g08150.1.1	Dcitr09g08150.1.1		GO:0042753	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4JCV6	P	Dcitr09g08150.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08150.1.1	Dcitr09g08150.1.1		GO:0045732	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4JCV6	P	Dcitr09g08150.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08410.1.1	Dcitr09g08410.1.1		GO:0042753	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4JD62	P	Dcitr09g08410.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08410.1.1	Dcitr09g08410.1.1		GO:0045732	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4JD62	P	Dcitr09g08410.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr13g06310.1.1	Dcitr13g06310.1.1		GO:0035277	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4JD76	P	Dcitr13g06310.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08410.1.1	Dcitr09g08410.1.1		GO:0042753	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4JDB5	P	Dcitr09g08410.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08410.1.1	Dcitr09g08410.1.1		GO:0045732	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4JDB5	P	Dcitr09g08410.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr05g07980.1.1	Dcitr05g07980.1.1		GO:0007605	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K614	P	Dcitr05g07980.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr05g07980.1.1	Dcitr05g07980.1.1		GO:0007605	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K648	P	Dcitr05g07980.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0007274	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K679	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0048167	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K679	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0048786	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K679	C	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0070073	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K679	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0007274	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6B7	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0048167	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6B7	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0048786	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6B7	C	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0070073	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6B7	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0007274	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6L8	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0048167	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6L8	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0048786	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6L8	C	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr09g08140.1.2	Dcitr09g08140.1.2		GO:0070073	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K6L8	P	Dcitr09g08140.1.2		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr05g12600.1.1	Dcitr05g12600.1.1		GO:0005228	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K738	F	Dcitr05g12600.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr05g12600.1.1	Dcitr05g12600.1.1		GO:0071805	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K738	P	Dcitr05g12600.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr03g12330.1.1	Dcitr03g12330.1.1		GO:0007603	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K7M0	P	Dcitr03g12330.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr03g12330.1.1	Dcitr03g12330.1.1		GO:0008582	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K7M0	P	Dcitr03g12330.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr03g12330.1.1	Dcitr03g12330.1.1		GO:0010513	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K7M0	P	Dcitr03g12330.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr03g12330.1.1	Dcitr03g12330.1.1		GO:0035997	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K7M0	C	Dcitr03g12330.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr03g12330.1.1	Dcitr03g12330.1.1		GO:0071482	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K7M0	P	Dcitr03g12330.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0003823	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	F	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0006909	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0007411	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0007411	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0007411	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0007411	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0007411	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0007411	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
ACP_OGSv3	Dcitr02g18070.1.1	Dcitr02g18070.1.1		GO:0007411	GO_REF:0000024	ECO:0000247	UniprotKB:A0A0B4K827	P	Dcitr02g18070.1.1		protein	taxon:121845	20200430	surya		
